"","x"
"4513","Q04838"
"4514","Q04835"
"4515","Q03327"
"4516","Q02725"
"4517","Q04711"
"4518","Q01448"
"4519","Q12447"
"4520","P53550"
"4521","Q03761"
"4522","P53229"
"4523","Q03941"
"4524","Q12457"
"4525","P13099"
"4526","Q03497"
"4527","Q03769"
"4528","Q03208"
"4529","Q02875"
"4530","Q02784"
"4531","Q03516"
"4532","Q03016"
"4533","Q02931"
"4534","P53130"
"4535","Q99271"
"4536","Q02159"
"4537","Q02794"
"4538","Q03083"
"4539","P21182"
"4540","P22289"
"4541","P22543"
"4542","P19146"
"4543","P53127"
"4544","Q08650"
"4545","Q08743"
"4546","Q12281"
"4547","P53262"
"4548","Q99369"
"4549","P32486"
"4550","P36010"
"4551","Q00453"
"4552","P47059"
"4553","P36017"
"4554","A0A023PXH4"
"4555","P04802"
"4556","Q04951"
"4557","Q12495"
"4558","P53051"
"4559","P0C5N0"
"4560","P27472"
"4561","P48837"
"4562","Q06408"
"4563","O13544"
"4564","P41819"
"4565","P53748"
"4566","Q8TGU8"
"4567","P27515"
"4568","Q02831"
"4569","Q08236"
"4570","P32828"
"4571","P0CF34"
"4572","P39009"
"4573","P33891"
"4574","P32499"
"4575","P32914"
"4576","P33201"
"4577","P32350"
"4578","P31377"
"4579","P31381"
"4580","P31755"
"4581","P32190"
"4582","P32318"
"4583","P32334"
"4584","P32461"
"4585","P32475"
"4586","P32487"
"4587","P33411"
"4588","P25655"
"4589","P25628"
"4590","P25630"
"4591","P25635"
"4592","P25638"
"4593","P28495"
"4594","P28626"
"4595","P28789"
"4596","P27680"
"4597","P25337"
"4598","Q08601"
"4599","Q08204"
"4600","P39726"
"4601","P04076"
"4602","P32800"
"4603","P32788"
"4604","P07267"
"4605","P12887"
"4606","P40464"
"4607","P53073"
"4608","P38189"
"4609","P46971"
"4610","P25270"
"4611","P89888"
"4612","Q04007"
"4613","P39734"
"4614","P40491"
"4615","Q03067"
"4616","P20049"
"4617","P40957"
"4618","P36084"
"4619","P49573"
"4620","P38351"
"4621","P07390"
"4622","P39516"
"4623","Q3E818"
"4624","P21954"
"4625","P47190"
"4626","P40325"
"4627","P32343"
"4628","Q07527"
"4629","Q06523"
"4630","P38121"
"4631","P38120"
"4632","P33298"
"4633","A0A023PZH1"
"4634","P41912"
"4635","P0C5E1"
"4636","Q92316"
"4637","Q12033"
"4638","P34238"
"4639","P53241"
"4640","Q06497"
"4641","P32179"
"4642","A0A023PZL2"
"4643","P22943"
"4644","P53227"
"4645","Q04093"
"4646","P53862"
"4647","P33759"
"4648","Q06315"
"4649","Q6B0X2"
"4650","P48361"
"4651","Q02981"
"4652","P40157"
"4653","Q08118"
"4654","P22140"
"4655","Q12173"
"4656","Q12296"
"4657","P36172"
"4658","P07270"
"4659","P53099"
"4660","Q06164"
"4661","Q03220"
"4662","P47093"
"4663","P32639"
"4664","P38170"
"4665","P52871"
"4666","P52891"
"4667","P52892"
"4668","P52893"
"4669","P52910"
"4670","P52911"
"4671","P52917"
"4672","P52918"
"4673","P52919"
"4674","P32606"
"4675","P40561"
"4676","P38350"
"4677","Q02799"
"4678","P32327"
"4679","P32328"
"4680","P53114"
"4681","Q12672"
"4682","Q03529"
"4683","Q12329"
"4684","Q12064"
"4685","Q04305"
"4686","Q04304"
"4687","P53913"
"4688","P33399"
"4689","P40103"
"4690","Q12395"
"4691","Q12394"
"4692","P47168"
"4693","Q03388"
"4694","Q12427"
"4695","P31539"
"4696","Q12417"
"4697","Q12414"
"4698","Q12411"
"4699","Q12408"
"4700","Q12405"
"4701","P53959"
"4702","Q12404"
"4703","Q12403"
"4704","Q12402"
"4705","Q12400"
"4706","Q12464"
"4707","P0C261"
"4708","Q12463"
"4709","Q12461"
"4710","Q12460"
"4711","P32916"
"4712","P46683"
"4713","Q02889"
"4714","P19956"
"4715","P23287"
"4716","Q12459"
"4717","Q12458"
"4718","Q12455"
"4719","Q12453"
"4720","Q12452"
"4721","Q12450"
"4722","Q08921"
"4723","P38213"
"4724","Q08920"
"4725","Q03856"
"4726","Q12449"
"4727","Q12448"
"4728","Q12446"
"4729","Q12445"
"4730","Q08786"
"4731","P43599"
"4732","Q06236"
"4733","Q12482"
"4734","Q12479"
"4735","Q12473"
"4736","Q12468"
"4737","Q12467"
"4738","Q12466"
"4739","Q12509"
"4740","Q12508"
"4741","Q12506"
"4742","Q12504"
"4743","Q12501"
"4744","Q12500"
"4745","Q12499"
"4746","Q12498"
"4747","Q12496"
"4748","Q12494"
"4749","Q12492"
"4750","Q12487"
"4751","Q12486"
"4752","Q12485"
"4753","Q12531"
"4754","Q12530"
"4755","Q12528"
"4756","Q12527"
"4757","Q12524"
"4758","Q12520"
"4759","Q12517"
"4760","Q12514"
"4761","Q12513"
"4762","Q12511"
"4763","Q12510"
"4764","P53388"
"4765","Q12748"
"4766","Q12745"
"4767","Q12744"
"4768","Q12743"
"4769","P38604"
"4770","Q12697"
"4771","Q12691"
"4772","Q12675"
"4773","P32501"
"4774","P32502"
"4775","P53181"
"4776","P32504"
"4777","P32505"
"4778","P32521"
"4779","P32522"
"4780","Q12443"
"4781","Q12441"
"4782","Q12440"
"4783","Q12433"
"4784","Q12431"
"4785","Q12428"
"4786","Q12424"
"4787","Q12421"
"4788","Q12420"
"4789","P40097"
"4790","Q03104"
"4791","Q03102"
"4792","Q03099"
"4793","Q03088"
"4794","Q03085"
"4795","P22148"
"4796","Q03673"
"4797","Q03674"
"4798","Q03675"
"4799","Q03677"
"4800","Q03687"
"4801","Q03690"
"4802","Q03691"
"4803","Q03694"
"4804","P50082"
"4805","P50080"
"4806","P35729"
"4807","P35732"
"4808","P23292"
"4809","P23293"
"4810","P22146"
"4811","P22147"
"4812","Q03071"
"4813","Q03057"
"4814","Q03051"
"4815","Q03944"
"4816","Q03956"
"4817","Q03983"
"4818","Q04002"
"4819","Q04003"
"4820","Q04005"
"4821","Q04006"
"4822","Q04019"
"4823","Q04048"
"4824","Q04049"
"4825","Q04458"
"4826","Q04461"
"4827","Q04471"
"4828","Q04493"
"4829","Q04511"
"4830","P32336"
"4831","P32337"
"4832","P32338"
"4833","P32339"
"4834","P32347"
"4835","P32349"
"4836","Q12439"
"4837","P32351"
"4838","P32352"
"4839","P32353"
"4840","P38841"
"4841","P32356"
"4842","P32357"
"4843","P32361"
"4844","P32363"
"4845","P32367"
"4846","P32368"
"4847","P32377"
"4848","P32380"
"4849","P32381"
"4850","P32386"
"4851","P32387"
"4852","P32388"
"4853","P32389"
"4854","P32419"
"4855","P32432"
"4856","Q02608"
"4857","Q02598"
"4858","P11938"
"4859","P11927"
"4860","P21269"
"4861","P25383"
"4862","P12754"
"4863","P25384"
"4864","P25389"
"4865","P25443"
"4866","P25451"
"4867","P25453"
"4868","Q04399"
"4869","P38903"
"4870","Q8TGL3"
"4871","Q04411"
"4872","Q04412"
"4873","Q04429"
"4874","Q04432"
"4875","Q04437"
"4876","Q04516"
"4877","Q04526"
"4878","Q04533"
"4879","Q04545"
"4880","P40030"
"4881","Q04585"
"4882","Q04599"
"4883","P34218"
"4884","P34251"
"4885","Q02825"
"4886","Q02820"
"4887","Q02805"
"4888","Q02796"
"4889","Q04174"
"4890","Q04175"
"4891","Q04177"
"4892","Q04178"
"4893","Q04179"
"4894","Q04183"
"4895","Q04195"
"4896","Q04201"
"4897","Q04203"
"4898","Q03151"
"4899","Q03153"
"4900","Q03175"
"4901","Q03177"
"4902","Q03180"
"4903","Q03186"
"4904","Q03193"
"4905","Q04110"
"4906","Q04121"
"4907","Q04162"
"4908","Q02590"
"4909","P47105"
"4910","Q02574"
"4911","Q02555"
"4912","Q02521"
"4913","Q02354"
"4914","Q02336"
"4915","Q02208"
"4916","Q02205"
"4917","Q02204"
"4918","Q02203"
"4919","Q03050"
"4920","Q03034"
"4921","Q03020"
"4922","Q03012"
"4923","Q03010"
"4924","P25043"
"4925","P25045"
"4926","P25294"
"4927","P25296"
"4928","P25303"
"4929","P25332"
"4930","P25334"
"4931","P25336"
"4932","P25578"
"4933","P25579"
"4934","P25583"
"4935","P25584"
"4936","P25585"
"4937","P25593"
"4938","P25596"
"4939","P25600"
"4940","P25601"
"4941","P25602"
"4942","Q03879"
"4943","Q03880"
"4944","Q03884"
"4945","Q03885"
"4946","Q03886"
"4947","Q03897"
"4948","Q03899"
"4949","Q03900"
"4950","Q03919"
"4951","Q03920"
"4952","Q03935"
"4953","P23394"
"4954","P23493"
"4955","P23500"
"4956","P23501"
"4957","P23542"
"4958","P23503"
"4959","P23585"
"4960","P23594"
"4961","P23595"
"4962","P23624"
"4963","Q03770"
"4964","Q03772"
"4965","P40440"
"4966","P40547"
"4967","P40553"
"4968","P40552"
"4969","P24719"
"4970","P24783"
"4971","P24784"
"4972","P24813"
"4973","P24814"
"4974","P24869"
"4975","P25036"
"4976","P25037"
"4977","P25038"
"4978","P25612"
"4979","P21595"
"4980","P25367"
"4981","P25374"
"4982","P25376"
"4983","P25378"
"4984","P25379"
"4985","P25380"
"4986","P49017"
"4987","P25343"
"4988","P25347"
"4989","P25348"
"4990","P25352"
"4991","P25353"
"4992","P25354"
"4993","P25355"
"4994","P25359"
"4995","P25360"
"4996","P25361"
"4997","P25362"
"4998","Q04307"
"4999","Q04338"
"5000","Q04341"
"5001","P31376"
"5002","P31379"
"5003","P31380"
"5004","P31383"
"5005","P31385"
"5006","P31688"
"5007","P31787"
"5008","P32047"
"5009","P32048"
"5010","P32178"
"5011","P32191"
"5012","P32259"
"5013","P32264"
"5014","P32266"
"5015","P32288"
"5016","P32316"
"5017","P32323"
"5018","P32324"
"5019","P32324"
"5020","P32330"
"5021","P32331"
"5022","P32332"
"5023","P32335"
"5024","P29703"
"5025","P29704"
"5026","P30605"
"5027","P30619"
"5028","Q12066"
"5029","P30624"
"5030","P30665"
"5031","P30771"
"5032","P30775"
"5033","P31111"
"5034","P31116"
"5035","P31334"
"5036","Q02969"
"5037","Q02959"
"5038","Q6B113"
"5039","Q03330"
"5040","Q03337"
"5041","Q03362"
"5042","Q03370"
"5043","Q03373"
"5044","Q03778"
"5045","Q03782"
"5046","Q03784"
"5047","Q03785"
"5048","Q02199"
"5049","Q02196"
"5050","Q02046"
"5051","Q01846"
"5052","Q01802"
"5053","Q03557"
"5054","Q03558"
"5055","Q03629"
"5056","Q03649"
"5057","Q03652"
"5058","Q03653"
"5059","Q03655"
"5060","Q03661"
"5061","P22202"
"5062","P22211"
"5063","Q04066"
"5064","Q04083"
"5065","Q04087"
"5066","Q04089"
"5067","P22007"
"5068","P16521"
"5069","Q03207"
"5070","Q03212"
"5071","Q03213"
"5072","Q03236"
"5073","Q03246"
"5074","Q03254"
"5075","Q03262"
"5076","P32445"
"5077","P32449"
"5078","P32451"
"5079","P32453"
"5080","P32454"
"5081","P32458"
"5082","P32464"
"5083","P32465"
"5084","P32467"
"5085","P32469"
"5086","P32471"
"5087","P32474"
"5088","P32478"
"5089","P32485"
"5090","P32488"
"5091","P32489"
"5092","P32492"
"5093","P32493"
"5094","P32494"
"5095","P32495"
"5096","P32496"
"5097","Q03695"
"5098","Q03705"
"5099","Q03707"
"5100","Q03714"
"5101","Q03718"
"5102","Q03722"
"5103","Q03735"
"5104","Q03750"
"5105","Q03759"
"5106","Q03760"
"5107","Q02908"
"5108","P53823"
"5109","Q02895"
"5110","Q02891"
"5111","Q02888"
"5112","Q02887"
"5113","Q02884"
"5114","Q02883"
"5115","Q02872"
"5116","Q02866"
"5117","Q02864"
"5118","Q02863"
"5119","P23639"
"5120","P23641"
"5121","P23643"
"5122","P23796"
"5123","P23797"
"5124","P23833"
"5125","P23900"
"5126","P23968"
"5127","P24004"
"5128","P24279"
"5129","P24384"
"5130","P24482"
"5131","P24521"
"5132","Q02795"
"5133","Q02793"
"5134","Q02792"
"5135","Q02786"
"5136","Q02785"
"5137","Q03390"
"5138","Q03406"
"5139","Q03407"
"5140","P53206"
"5141","Q03441"
"5142","Q03455"
"5143","Q02721"
"5144","Q02710"
"5145","Q02685"
"5146","Q02651"
"5147","Q02647"
"5148","Q02642"
"5149","Q02630"
"5150","Q03480"
"5151","Q03482"
"5152","P32854"
"5153","Q04272"
"5154","Q03494"
"5155","Q03496"
"5156","Q03503"
"5157","Q03508"
"5158","Q03525"
"5159","Q03530"
"5160","Q03532"
"5161","Q03554"
"5162","Q04347"
"5163","Q04364"
"5164","Q04368"
"5165","Q04371"
"5166","Q04372"
"5167","Q04373"
"5168","Q04377"
"5169","Q04398"
"5170","Q04670"
"5171","Q04674"
"5172","Q04693"
"5173","Q04712"
"5174","Q04728"
"5175","P40563"
"5176","Q04739"
"5177","Q04740"
"5178","Q04746"
"5179","Q04749"
"5180","P25559"
"5181","P25560"
"5182","P25561"
"5183","P25562"
"5184","P25563"
"5185","P25565"
"5186","P25572"
"5187","P25574"
"5188","P25576"
"5189","Q04600"
"5190","Q04632"
"5191","Q04638"
"5192","Q02773"
"5193","Q02771"
"5194","Q02753"
"5195","Q02732"
"5196","Q04212"
"5197","Q04213"
"5198","Q04217"
"5199","Q04223"
"5200","Q04226"
"5201","Q04264"
"5202","Q04279"
"5203","Q04299"
"5204","Q04301"
"5205","Q03263"
"5206","Q03264"
"5207","Q03280"
"5208","Q03289"
"5209","Q03290"
"5210","Q03305"
"5211","Q08647"
"5212","P15179"
"5213","O13519"
"5214","P39550"
"5215","P27809"
"5216","P27810"
"5217","P27882"
"5218","P27929"
"5219","P27999"
"5220","P28000"
"5221","P28003"
"5222","P28006"
"5223","P28239"
"5224","P28241"
"5225","P25649"
"5226","P25651"
"5227","P25652"
"5228","P25653"
"5229","P25654"
"5230","P25656"
"5231","P25693"
"5232","P25623"
"5233","P25625"
"5234","P25626"
"5235","P25631"
"5236","P25632"
"5237","P25637"
"5238","P25640"
"5239","P25641"
"5240","P25642"
"5241","P25644"
"5242","P25646"
"5243","Q04235"
"5244","P19145"
"5245","P32657"
"5246","P53749"
"5247","P53750"
"5248","P53751"
"5249","P53756"
"5250","P53758"
"5251","P53821"
"5252","P53822"
"5253","P53824"
"5254","P53826"
"5255","P53828"
"5256","P53830"
"5257","P53833"
"5258","P53834"
"5259","Q04370"
"5260","P53900"
"5261","P53903"
"5262","P53905"
"5263","P53906"
"5264","P53908"
"5265","P53911"
"5266","P53915"
"5267","P53921"
"5268","P53922"
"5269","P53923"
"5270","P53925"
"5271","P53927"
"5272","P54113"
"5273","P54114"
"5274","P54115"
"5275","P54784"
"5276","P54790"
"5277","P54791"
"5278","P54837"
"5279","P54854"
"5280","P54858"
"5281","P53836"
"5282","P53837"
"5283","P53840"
"5284","P53841"
"5285","P53842"
"5286","P53843"
"5287","P53846"
"5288","P53849"
"5289","P53855"
"5290","P53856"
"5291","P53857"
"5292","P61830"
"5293","P61830"
"5294","P69851"
"5295","P81449"
"5296","P81450"
"5297","P81451"
"5298","P87012"
"5299","P87108"
"5300","P87262"
"5301","P87263"
"5302","P87264"
"5303","Q8TGR0"
"5304","Q8TGR2"
"5305","Q8TGR3"
"5306","Q8TGR7"
"5307","Q8TGR8"
"5308","Q8TGR9"
"5309","Q8TGS0"
"5310","Q8TGS2"
"5311","Q8TGS6"
"5312","Q8TGS8"
"5313","Q8TGS9"
"5314","Q8TGT0"
"5315","Q8TGT1"
"5316","P53964"
"5317","P53966"
"5318","P53971"
"5319","P53974"
"5320","P53976"
"5321","P53977"
"5322","P53978"
"5323","P53980"
"5324","P53982"
"5325","P53877"
"5326","P53880"
"5327","P53887"
"5328","P53888"
"5329","P53889"
"5330","P53892"
"5331","P53893"
"5332","P53894"
"5333","P53939"
"5334","P53940"
"5335","P53942"
"5336","P53944"
"5337","P53948"
"5338","P53950"
"5339","P53951"
"5340","P53954"
"5341","P53956"
"5342","P53957"
"5343","P53958"
"5344","Q01080"
"5345","Q01159"
"5346","Q01163"
"5347","Q00684"
"5348","Q00723"
"5349","Q00764"
"5350","Q00816"
"5351","Q00955"
"5352","Q99287"
"5353","Q99299"
"5354","Q99303"
"5355","P53895"
"5356","P53897"
"5357","P53898"
"5358","P53899"
"5359","P53717"
"5360","P53721"
"5361","P53722"
"5362","P53723"
"5363","P53730"
"5364","P53734"
"5365","P53736"
"5366","P53738"
"5367","P53740"
"5368","P53741"
"5369","P53743"
"5370","P53744"
"5371","P53746"
"5372","P53747"
"5373","P28263"
"5374","P28274"
"5375","P28519"
"5376","P28584"
"5377","P28625"
"5378","P28627"
"5379","P28707"
"5380","P28708"
"5381","P28743"
"5382","P28791"
"5383","P28834"
"5384","P29055"
"5385","P29056"
"5386","P29295"
"5387","P29311"
"5388","P29461"
"5389","P29465"
"5390","P29468"
"5391","P29469"
"5392","P87285"
"5393","P87286"
"5394","P89102"
"5395","P89105"
"5396","P89113"
"5397","P89114"
"5398","P89886"
"5399","Q99207"
"5400","Q99210"
"5401","Q99216"
"5402","Q99222"
"5403","P54000"
"5404","P54070"
"5405","P54072"
"5406","Q8TGT2"
"5407","Q8TGT5"
"5408","Q8TGT9"
"5409","Q8TGU1"
"5410","Q8TGU2"
"5411","Q8TGU5"
"5412","Q8TGU7"
"5413","Q92331"
"5414","Q92393"
"5415","Q96VG5"
"5416","Q96VH1"
"5417","Q96VH2"
"5418","Q99176"
"5419","Q99177"
"5420","Q99188"
"5421","Q99189"
"5422","Q99190"
"5423","P53859"
"5424","P53860"
"5425","P53861"
"5426","P53863"
"5427","P53864"
"5428","P53865"
"5429","P53869"
"5430","P53871"
"5431","P53872"
"5432","Q99393"
"5433","Q9URQ3"
"5434","Q9URQ5"
"5435","Q9ZZV8"
"5436","Q9ZZW1"
"5437","Q9ZZW4"
"5438","Q9ZZW7"
"5439","Q9ZZX0"
"5440","Q99318"
"5441","Q99321"
"5442","Q99326"
"5443","Q99344"
"5444","Q99345"
"5445","Q99380"
"5446","Q99382"
"5447","P25694"
"5448","P25719"
"5449","P25847"
"5450","P26263"
"5451","P26309"
"5452","P26321"
"5453","P26370"
"5454","P26448"
"5455","P26570"
"5456","P26755"
"5457","P26783"
"5458","P26784"
"5459","P26785"
"5460","P90471"
"5461","Q00362"
"5462","Q00381"
"5463","P26798"
"5464","P27344"
"5465","P27351"
"5466","P27466"
"5467","P27614"
"5468","P27636"
"5469","P27637"
"5470","P27654"
"5471","P27705"
"5472","P27801"
"5473","P87266"
"5474","P87269"
"5475","P87271"
"5476","P87272"
"5477","P87275"
"5478","P87280"
"5479","P87281"
"5480","P87282"
"5481","P53935"
"5482","P53936"
"5483","P53937"
"5484","P54885"
"5485","P56628"
"5486","P57743"
"5487","P57744"
"5488","P60010"
"5489","Q8TGN8"
"5490","Q8TGP1"
"5491","Q8TGP2"
"5492","Q8TGP4"
"5493","Q8TGP5"
"5494","Q8TGP6"
"5495","Q8TGP7"
"5496","Q8TGP8"
"5497","Q8TGQ3"
"5498","Q8TGQ5"
"5499","Q8TGQ6"
"5500","Q8TGQ7"
"5501","Q8TGQ9"
"5502","A0A023PXL7"
"5503","Q3E766"
"5504","P87273"
"5505","P39012"
"5506","P53207"
"5507","P13090"
"5508","P13483"
"5509","P13711"
"5510","P13856"
"5511","P14063"
"5512","P14064"
"5513","P14120"
"5514","P14164"
"5515","P14284"
"5516","P14242"
"5517","P14306"
"5518","P14680"
"5519","P14693"
"5520","P14682"
"5521","P14724"
"5522","P14736"
"5523","P14737"
"5524","P14742"
"5525","P14743"
"5526","P14832"
"5527","P14906"
"5528","P14908"
"5529","P15019"
"5530","P15108"
"5531","P15365"
"5532","P15380"
"5533","P15801"
"5534","P15807"
"5535","P15873"
"5536","P15938"
"5537","P16120"
"5538","P16151"
"5539","P16140"
"5540","P16370"
"5541","P16387"
"5542","P16467"
"5543","P16474"
"5544","P16550"
"5545","P17106"
"5546","P17121"
"5547","P19073"
"5548","P19659"
"5549","P20048"
"5550","P20081"
"5551","P20084"
"5552","P20107"
"5553","P20133"
"5554","P20134"
"5555","P20424"
"5556","P20433"
"5557","P20436"
"5558","P20447"
"5559","P20449"
"5560","P20459"
"5561","P20485"
"5562","P20486"
"5563","P20604"
"5564","P20795"
"5565","P20840"
"5566","P20967"
"5567","P21147"
"5568","P21190"
"5569","P21243"
"5570","P22216"
"5571","P25618"
"5572","P25616"
"5573","P53128"
"5574","P53131"
"5575","P53134"
"5576","P53137"
"5577","P53139"
"5578","P53140"
"5579","P53150"
"5580","P53157"
"5581","P53158"
"5582","P53159"
"5583","P53160"
"5584","P53161"
"5585","P53162"
"5586","P53163"
"5587","P53164"
"5588","P53165"
"5589","P53167"
"5590","P53168"
"5591","P53170"
"5592","P53172"
"5593","P53174"
"5594","P53177"
"5595","P53179"
"5596","P53200"
"5597","P53202"
"5598","P53203"
"5599","P53204"
"5600","P53205"
"5601","P53208"
"5602","P53209"
"5603","P53210"
"5604","P53211"
"5605","P53212"
"5606","P53213"
"5607","P53214"
"5608","P53217"
"5609","P53218"
"5610","P53220"
"5611","P53221"
"5612","P53222"
"5613","P53223"
"5614","P53224"
"5615","P53225"
"5616","P53231"
"5617","P53232"
"5618","P53234"
"5619","P53236"
"5620","P53239"
"5621","P53240"
"5622","P53243"
"5623","P53244"
"5624","P53245"
"5625","P53265"
"5626","P53273"
"5627","P53275"
"5628","P53276"
"5629","P53277"
"5630","P53279"
"5631","P53280"
"5632","P53305"
"5633","P53307"
"5634","P53308"
"5635","Q07921"
"5636","Q07923"
"5637","Q07928"
"5638","Q07930"
"5639","Q07949"
"5640","Q07953"
"5641","Q07959"
"5642","Q07967"
"5643","Q07978"
"5644","Q07979"
"5645","Q07987"
"5646","Q07990"
"5647","Q07993"
"5648","Q08001"
"5649","Q08003"
"5650","Q08004"
"5651","Q08018"
"5652","Q08023"
"5653","Q08027"
"5654","Q08045"
"5655","Q08096"
"5656","Q08058"
"5657","Q08054"
"5658","Q08119"
"5659","Q08144"
"5660","Q08157"
"5661","Q08162"
"5662","Q08176"
"5663","Q08172"
"5664","Q08179"
"5665","Q08182"
"5666","Q08187"
"5667","Q08193"
"5668","Q08205"
"5669","Q08207"
"5670","Q08213"
"5671","Q08219"
"5672","Q08222"
"5673","Q08227"
"5674","Q08229"
"5675","Q08230"
"5676","Q08231"
"5677","Q08232"
"5678","Q08235"
"5679","Q08237"
"5680","Q08240"
"5681","Q08238"
"5682","Q08361"
"5683","Q08421"
"5684","Q08438"
"5685","Q08484"
"5686","Q08485"
"5687","Q08532"
"5688","Q08533"
"5689","Q08540"
"5690","Q08548"
"5691","Q08543"
"5692","Q08550"
"5693","Q08558"
"5694","Q08559"
"5695","Q08562"
"5696","Q08579"
"5697","Q08581"
"5698","Q08630"
"5699","Q08651"
"5700","Q08673"
"5701","Q08681"
"5702","Q08685"
"5703","Q08686"
"5704","Q08692"
"5705","Q08702"
"5706","Q08723"
"5707","Q08736"
"5708","Q08749"
"5709","Q08912"
"5710","Q08913"
"5711","Q08915"
"5712","Q08922"
"5713","Q08923"
"5714","Q08924"
"5715","Q08925"
"5716","Q08926"
"5717","Q08927"
"5718","Q08929"
"5719","Q08930"
"5720","Q08931"
"5721","Q08949"
"5722","Q08951"
"5723","Q08955"
"5724","Q08957"
"5725","Q08959"
"5726","Q08961"
"5727","Q08962"
"5728","Q08963"
"5729","Q08966"
"5730","Q08970"
"5731","Q08972"
"5732","Q08975"
"5733","Q08977"
"5734","Q12006"
"5735","Q12010"
"5736","Q12030"
"5737","Q12045"
"5738","Q12049"
"5739","Q12060"
"5740","Q12094"
"5741","Q12096"
"5742","Q12103"
"5743","Q12106"
"5744","Q12108"
"5745","Q12109"
"5746","Q12112"
"5747","Q12116"
"5748","Q12119"
"5749","Q12122"
"5750","Q12123"
"5751","Q12128"
"5752","Q12130"
"5753","Q12133"
"5754","Q12135"
"5755","Q12136"
"5756","Q12140"
"5757","Q12142"
"5758","Q12175"
"5759","Q12178"
"5760","Q12179"
"5761","Q12180"
"5762","Q12181"
"5763","Q12182"
"5764","Q12184"
"5765","Q12185"
"5766","Q12186"
"5767","Q12187"
"5768","Q12188"
"5769","Q12189"
"5770","Q12191"
"5771","Q12192"
"5772","Q12193"
"5773","Q12194"
"5774","Q12196"
"5775","Q12198"
"5776","Q12200"
"5777","Q12205"
"5778","Q12206"
"5779","Q12207"
"5780","Q12208"
"5781","Q12211"
"5782","Q12212"
"5783","Q12221"
"5784","Q12226"
"5785","Q12233"
"5786","Q12241"
"5787","Q12243"
"5788","Q12244"
"5789","Q12245"
"5790","Q12246"
"5791","Q12247"
"5792","Q12249"
"5793","Q12250"
"5794","Q12251"
"5795","Q12252"
"5796","Q12256"
"5797","Q12257"
"5798","Q12259"
"5799","Q12291"
"5800","Q12293"
"5801","Q12314"
"5802","Q12322"
"5803","Q12324"
"5804","Q12325"
"5805","Q12327"
"5806","Q12328"
"5807","Q12330"
"5808","Q12336"
"5809","Q12337"
"5810","Q12338"
"5811","Q12339"
"5812","Q12343"
"5813","Q12344"
"5814","Q12348"
"5815","Q12351"
"5816","Q12352"
"5817","Q12354"
"5818","Q12355"
"5819","Q12359"
"5820","Q12361"
"5821","Q12362"
"5822","Q12363"
"5823","Q12366"
"5824","Q12367"
"5825","Q12368"
"5826","Q12369"
"5827","Q12370"
"5828","Q12372"
"5829","Q12749"
"5830","Q3E750"
"5831","Q3E752"
"5832","Q3E755"
"5833","Q3E757"
"5834","Q3E756"
"5835","Q3E758"
"5836","Q3E762"
"5837","Q3E764"
"5838","Q3E763"
"5839","Q3E769"
"5840","Q3E771"
"5841","Q3E772"
"5842","Q3E774"
"5843","Q3E775"
"5844","Q3E776"
"5845","Q3E778"
"5846","Q3E781"
"5847","Q3E784"
"5848","Q3E785"
"5849","Q3E786"
"5850","Q3E787"
"5851","Q3E791"
"5852","Q3E792"
"5853","Q3E793"
"5854","Q3E794"
"5855","Q3E798"
"5856","Q3E7A2"
"5857","Q3E7A5"
"5858","Q3E7A6"
"5859","Q3E7A8"
"5860","Q3E7B0"
"5861","Q3E7B3"
"5862","Q3E7B4"
"5863","Q3E7B5"
"5864","Q3E7B6"
"5865","Q3E7B7"
"5866","Q3E814"
"5867","Q3E817"
"5868","Q3E820"
"5869","Q3E819"
"5870","Q3E823"
"5871","Q3E824"
"5872","Q3E827"
"5873","Q3E833"
"5874","Q3E834"
"5875","Q3E835"
"5876","Q3E840"
"5877","Q3E841"
"5878","Q3E842"
"5879","Q3E843"
"5880","Q9ZZX1"
"5881","Q9ZZX7"
"5882","Q9ZZX9"
"5883","Q05040"
"5884","Q08990"
"5885","Q08729"
"5886","Q3E7Y8"
"5887","Q8TGL8"
"5888","Q07904"
"5889","P12866"
"5890","P19657"
"5891","Q08287"
"5892","Q12236"
"5893","Q08904"
"5894","Q12160"
"5895","Q08522"
"5896","Q12225"
"5897","P16649"
"5898","P53310"
"5899","P53285"
"5900","P21965"
"5901","P12684"
"5902","Q12216"
"5903","P22224"
"5904","P53256"
"5905","P18562"
"5906","Q7LIF2"
"5907","Q12215"
"5908","P25338"
"5909","Q6B0Y1"
"5910","Q12152"
"5911","Q12219"
"5912","P32468"
"5913","P53254"
"5914","Q2V2P2"
"5915","Q870I1"
"5916","Q08299"
"5917","Q12229"
"5918","P25605"
"5919","Q3E705"
"5920","Q08976"
"5921","Q12157"
"5922","Q3E809"
"5923","P19881"
"5924","P17629"
"5925","Q3E805"
"5926","Q8TGK7"
"5927","Q12058"
"5928","Q12465"
"5929","Q2V2Q2"
"5930","P18408"
"5931","Q12164"
"5932","Q12009"
"5933","Q3E807"
"5934","Q12382"
"5935","Q3E810"
"5936","P19262"
"5937","P17261"
"5938","P15180"
"5939","Q08974"
"5940","Q08634"
"5941","P13298"
"5942","Q08826"
"5943","P21951"
"5944","P53298"
"5945","Q8TGN1"
"5946","P53379"
"5947","P53235"
"5948","Q7LHG5"
"5949","Q2V2P0"
"5950","P17558"
"5951","Q3E732"
"5952","P21705"
